,d_fake_error,d_real_error,epoch,g_error,mean_d_fake_data,mean_d_real_data,std_d_fake_data,std_d_real_data
0,0.6885966062545776,0.9561595916748047,0,0.7008678317070007,-0.16208552062511444,3.86397519081831,0.012421368840120522,1.3122566113020566
1,0.49350059032440186,0.0006499614100903273,200,0.9829333424568176,-0.6605649393796921,4.014077445268631,0.018398609669033183,1.2209461201898462
2,0.3431793451309204,0.00028179085347801447,400,1.281343698501587,-0.5475360178947448,3.968508080244064,0.014287719992749321,1.1599254367283345
3,0.13353615999221802,7.027634273981676e-05,600,2.163503408432007,-0.6150681960582733,3.7869975817203523,0.015260951237730169,1.1780411862337725
4,0.14679163694381714,6.437321189878276e-06,800,2.074563503265381,-0.5031297609210015,4.084149705171585,0.012833997986182401,1.2493128023144628
5,0.027077896520495415,4.95922940899618e-05,1000,3.62677264213562,0.051716861128807065,3.846326296329498,0.0028429906704716627,1.2171989187973846
6,0.007490153424441814,1.5497209915338317e-06,1200,4.9249653816223145,0.6687699937820435,4.1591185796260834,0.01623334764647774,1.258995554375192
7,0.006154421251267195,-1.000088900582341e-12,1400,5.098063945770264,-0.18670371681451797,4.0221859180927275,0.004599803307296555,1.3306692007715795
8,0.009733655489981174,1.1742183232854586e-05,1600,4.631411075592041,-0.13355035670101642,4.114838511943817,0.005760798682518682,1.1180440117803014
9,0.009246164932847023,1.7881295377719653e-07,1800,4.705822467803955,0.43899059236049653,4.060845428705216,0.010445045038641675,1.1977517635212196
10,0.0023386806715279818,1.7881295377719653e-07,2000,6.0808563232421875,-0.7954667627811431,4.144378113746643,0.02703325159381611,1.1331142997828212
11,0.0013460868503898382,6.556502967214328e-07,2200,6.686531066894531,0.4704072308540344,4.0214999872446064,0.016617252547876698,1.1124121236871336
12,0.0012107486836612225,-1.000088900582341e-12,2400,6.719413757324219,-0.2505621236562729,4.057654076814652,0.013053210868962595,1.3397580633686401
13,0.0014653470134362578,-1.000088900582341e-12,2600,6.511875629425049,0.013886144086718559,4.090303883552552,0.012337985236079556,1.332664115064217
14,0.00230394653044641,-1.000088900582341e-12,2800,6.076138973236084,0.5193241101503372,3.95439469397068,0.02738541758847533,1.1968997475829377
15,0.00046819308772683144,-1.000088900582341e-12,3000,7.685064792633057,-0.6293471282720566,4.106433752775192,0.050598693181430086,1.326125205943392
16,0.009661695919930935,5.960364646284688e-08,3200,5.336548805236816,0.6020218492299318,3.9914797246456146,0.3208073451040053,1.1820962931039651
17,0.013849243521690369,2.3610222339630127,3400,3.514993190765381,2.581580362543464,3.9955037277936936,0.9563339696016577,1.2228637506054523
18,1.0353480577468872,0.13191764056682587,3600,1.8064340353012085,3.7354997865855695,4.138584119081497,1.2870885984200435,1.336390226392075
19,0.7026904821395874,1.181991696357727,3800,0.4437559247016907,4.5893769624829295,4.217793660545722,1.7154425954750594,1.3886434440336122
20,0.7463556528091431,0.5412166714668274,4000,0.6614410281181335,4.908657176494598,3.948498967885971,1.371256794859116,1.2810842420297117
21,0.3474699556827545,0.8774312138557434,4200,1.1032164096832275,5.036566814184189,4.27514945268631,1.2172077360314388,1.263735355712168
22,1.0243676900863647,0.7638659477233887,4400,0.6383244395256042,4.017397971153259,4.003312825858593,1.2794040546467313,1.336028896539557
23,0.9153255224227905,0.6974278688430786,4600,1.137973427772522,3.265314884185791,3.869692777991295,1.0477375482297195,1.267254428643721
24,0.9043465852737427,0.9786776900291443,4800,0.4960297644138336,4.07264336436987,3.9669421309232713,1.4748889275018127,1.2250274290219099
25,0.6492749452590942,0.9567974209785461,5000,0.694313108921051,3.835558706521988,3.923062705397606,1.224070796726608,1.217980424908058
26,0.7205946445465088,1.0174977779388428,5200,0.5316893458366394,4.023898712396622,3.723626900911331,0.9724602207401037,1.315198468865947
27,0.8344062566757202,0.9877363443374634,5400,0.7817560434341431,3.627756848633289,4.03915498226881,1.2863730149074692,1.3115975164259215
28,0.9493060111999512,0.6298856139183044,5600,0.6528422832489014,3.659906520843506,4.026819921731949,1.1975626762864782,1.3205022808835476
29,0.746556282043457,0.6402887105941772,5800,0.6563145518302917,3.441068435907364,3.9431788337230684,1.118718076053742,1.172948566442042
30,0.6866111159324646,0.8400041460990906,6000,0.6338940858840942,3.6977456283569334,4.212890585362911,1.2757645871460055,1.2615702414399848
31,0.6450652480125427,0.8201868534088135,6200,0.6911481618881226,3.6414554351568222,4.017522494494915,1.1801118791411884,1.2512884767226358
32,0.6361144185066223,0.7809856534004211,6400,0.6445165872573853,4.044595588445663,4.068669121861458,1.1667802361999209,1.4197127972382981
33,0.7297108769416809,0.6694643497467041,6600,0.7417855858802795,3.8655915427207947,3.9283829069137575,1.2905020926046757,0.9887529838903742
34,0.7078692317008972,0.7202155590057373,6800,0.7827008962631226,3.8831918932497502,3.994233595728874,1.2028187552630594,1.3478882836681552
35,0.7529991269111633,0.6887196898460388,7000,0.6672502160072327,4.075021308660507,4.046119257807732,1.1181850447368462,1.1757495213487197
36,0.6487661004066467,0.7126550078392029,7200,0.6328191161155701,4.225284066200256,4.244802007675171,1.2242961739599778,1.2822301446272424
37,0.6988512277603149,0.8637315630912781,7400,0.6453009843826294,4.037793461084366,3.8751183450222015,1.171385932135863,1.4583482442290585
38,0.7623388767242432,0.6497354507446289,7600,0.5593218207359314,3.9283068054914474,3.964143249448389,1.2388148013118123,1.4307713909872204
39,0.6534318327903748,0.5737748146057129,7800,0.6599271893501282,3.8605270802974703,4.166739321053028,1.372492441337342,1.2572545557620862
40,0.7110816240310669,0.7587132453918457,8000,0.773613691329956,3.557316043972969,3.855093556046486,1.3892794461856857,1.2243865933044795
41,0.7029936909675598,0.6908023357391357,8200,0.7555041313171387,4.259306869506836,3.9235112446546556,1.1155532217596058,1.2440250223447176
42,0.6125271320343018,0.7243162989616394,8400,0.7510278820991516,4.6970987796783445,4.1367380487918854,1.1685701980164642,1.2930225357380896
43,0.7682583928108215,0.7001354098320007,8600,0.6646281480789185,3.7464096230268478,4.028782694935798,1.43714853428141,1.1984152058982547
44,0.6975480318069458,0.7162731885910034,8800,0.7010680437088013,4.761043555736542,3.9669413805007934,1.0458951604522198,1.1566465411102305
45,0.7022582292556763,0.7216193675994873,9000,0.7041625380516052,4.008140968084335,4.025316529870033,1.2408316766008416,1.2880443203342682
46,0.6933691501617432,0.6336013674736023,9200,0.6914526224136353,3.6581330156326293,4.00952365398407,1.1542312727974193,1.1956861234237064
47,0.7374610900878906,0.6423715353012085,9400,0.7073854804039001,3.900453134775162,3.922688091993332,0.9111525861936165,1.2264856628332494
48,0.8750460743904114,0.5963322520256042,9600,0.7270377278327942,3.3965787786245345,3.736088715568185,1.2083522588012643,1.220806511497932
49,0.6627634763717651,0.644228994846344,9800,0.7179518342018127,4.652217624187469,3.794328866004944,1.1947963321473256,1.298287430883383
50,0.655555248260498,0.7579959630966187,10000,0.7527499198913574,4.500678472518921,3.9512289535999296,1.3255999889696308,1.3296043703855889
51,0.6588358283042908,0.7646827101707458,10200,0.6690049767494202,4.171343090534211,4.157277635335922,1.3205104146685684,1.3275651436663625
52,0.7021870017051697,0.5976434350013733,10400,0.7406959533691406,3.955708795785904,4.039776109158993,1.2219457270352327,1.1787105564815281
53,0.7041400671005249,0.6782565712928772,10600,0.7409678101539612,3.9316963529586793,3.9073827624320985,1.2692414256980131,1.2644133209684028
54,0.697971522808075,0.7272828817367554,10800,0.7847296595573425,3.559490705728531,4.000412442684174,1.1310138205762232,1.1731352449921901
55,0.6484923362731934,0.7905277609825134,11000,0.682529866695404,3.6626348769664765,3.9661623771488665,1.0830299632098632,1.2279409699816886
56,0.6745195388793945,0.6097143888473511,11200,0.7274577617645264,3.809502775669098,4.069638342857361,1.259777195387227,1.2754517117403776
57,0.6462523937225342,0.7771095037460327,11400,0.6074357032775879,4.024149260520935,3.8463158440589904,1.3669410569295062,1.334427107026153
58,0.6197509169578552,0.691468358039856,11600,0.7673608660697937,4.013199427127838,3.848783047348261,1.3283473128873946,1.3713396054490699
59,0.8533433675765991,0.6416422128677368,11800,0.7264562845230103,3.3340411669015886,3.971135466694832,1.1287683061767657,1.2779511187594277
60,0.7676985263824463,0.6475565433502197,12000,0.7150323390960693,3.706917381584644,4.096805692911148,1.2235188370458125,1.2420147833791615
61,0.5795707106590271,0.6826621890068054,12200,0.6885560154914856,4.065961166024208,4.108387929201126,1.2444237065059458,1.211953557069091
62,0.658682107925415,0.6497958302497864,12400,0.6813091039657593,3.629541786313057,3.9889475512504577,1.3611890660206771,1.2254155629169239
63,0.5763965845108032,0.762200653553009,12600,0.6002315282821655,4.17284852951765,3.915867628455162,1.566462778521374,1.2673752862326
64,0.7742264866828918,0.7985658049583435,12800,0.9067562222480774,3.948422094285488,3.9983876931667326,1.4863407057374662,1.2881564630291396
65,0.5060219168663025,0.8561908006668091,13000,0.7996708154678345,5.384691576957703,3.9745172029733657,1.1870102840077916,1.2652182914527774
66,0.3182668685913086,0.8649494647979736,13200,1.0518522262573242,4.195253569483757,4.107299633026123,1.5026365167732998,1.101896260428648
67,0.823638379573822,0.881406843662262,13400,0.5250474810600281,3.654918197989464,3.9345219764113426,1.2380468240526465,1.4715787975001133
68,0.7896280288696289,0.6422283053398132,13600,0.8249987959861755,3.76984015583992,3.892633436322212,1.1602909908089796,1.212726075355478
69,0.6868900060653687,0.5973902344703674,13800,0.7169869542121887,3.6273623645305633,3.8283708250522612,1.1790657787203098,1.190654259255894
70,0.6044231057167053,0.6333750486373901,14000,0.6972688436508179,4.059398877620697,3.912858218550682,1.2404140069990883,1.271323762444451
71,0.7815975546836853,0.8594614863395691,14200,0.6698609590530396,3.8614988827705385,4.103442316055298,1.153437749377313,1.1926247431153958
72,0.6882308125495911,0.5684351921081543,14400,0.6424520015716553,4.325046129226685,3.993468511546962,1.4222103891036462,1.322804475765425
73,0.8315726518630981,0.600871741771698,14600,0.733784556388855,3.435512253642082,3.9246657454967497,1.214978526939673,1.185814743880093
74,0.6787883639335632,0.8860021233558655,14800,0.8074138760566711,4.2914904081821446,3.766211258172989,1.2276714101767818,1.337579052620269
75,0.7998642921447754,0.7369425892829895,15000,0.722519040107727,4.212181792259217,4.19147347331047,1.2998263789700042,1.2194398241709374
76,0.7110183835029602,0.7753452658653259,15200,0.6822542548179626,3.869347554445267,3.749667887687683,1.2470607316378755,1.140576820796335
77,0.693912923336029,0.7255159616470337,15400,0.8097508549690247,4.431328161954879,4.1009017181396485,1.4698090664044476,1.217061340045925
78,0.6778261065483093,0.9261221885681152,15600,0.9214954972267151,4.922209234237671,3.982088004350662,1.5596085321421804,1.3317492886905917
79,0.6727010011672974,0.7606273293495178,15800,0.663478434085846,3.7910214298963547,4.167672370672226,1.153748079940885,1.179097560921167
80,0.7648186087608337,0.7715847492218018,16000,0.7375177145004272,4.46027443408966,3.8990120121836664,1.2487973673115702,1.2916195967500823
81,0.563159704208374,0.5860876441001892,16200,0.6910601258277893,4.146580265760422,4.1327710580825805,1.1672741889154128,1.1749693556294412
82,0.6544626355171204,0.597113847732544,16400,0.7960487604141235,3.544551804661751,3.853115028142929,1.2511926125659802,1.1947482042778992
83,0.7685469388961792,0.7198858261108398,16600,0.6064659357070923,3.692933784723282,4.0692878699302675,1.1732641635357892,1.2605467055094166
84,0.7436777949333191,0.44991403818130493,16800,0.6923078298568726,3.9790339028835295,3.6555032244324686,1.2236180520182636,1.2722404135136098
85,0.6794237494468689,0.6764771938323975,17000,0.6952019333839417,3.656558356285095,4.07383563041687,1.1855219917382345,1.0443460074180757
86,0.7136296629905701,0.5893007516860962,17200,0.7263957262039185,3.3979088921844958,3.8809109085798266,1.1698557059244625,1.3023114553324158
87,0.6854497194290161,0.6885955333709717,17400,0.5838446021080017,4.2396491724252705,4.082877308130264,1.2703446599847286,1.233841417020481
88,0.6045641303062439,0.7454738020896912,17600,0.8388189077377319,4.238596932888031,4.072892099618912,1.1654243297858295,1.2346915731190085
89,0.5873921513557434,0.6850667595863342,17800,0.8756025433540344,4.640227208137512,4.0344256216287615,1.315452252891649,1.1373254755543423
90,0.7251539826393127,0.6777147054672241,18000,0.5745304226875305,4.232651053667069,3.991943612098694,1.324095784301253,1.1573110495853562
91,0.5629010796546936,0.9034994840621948,18200,0.7025880813598633,4.6299628424644474,3.9730584037303927,1.366504128241924,1.169393390007492
92,0.6828620433807373,0.6496341228485107,18400,0.8081369996070862,3.843110226392746,4.09561166882515,1.1416811641572742,1.3132400950916148
93,0.842898964881897,0.6734027862548828,18600,0.6801871657371521,3.794183224439621,3.8368719580769537,1.1224911168380696,1.1025939920474916
94,0.662518322467804,0.7194030284881592,18800,0.8004547953605652,3.4084788954257963,3.868993636071682,1.173337785925568,1.3457427356372451
95,0.6892208456993103,0.6630241274833679,19000,0.8071721196174622,4.007180874347687,4.210224339962005,1.3193395516581103,1.1385599505645958
96,0.6934697031974792,0.7990127205848694,19200,0.7122328877449036,4.541597183942795,4.08433489382267,1.5296548396814753,1.2009007670887488
97,0.6871945858001709,0.8216561079025269,19400,0.6699853539466858,4.412248229980468,4.187926082611084,1.2436284462679306,1.225582820207972
98,0.6932597160339355,0.626568078994751,19600,0.6176717877388,3.5492327642440795,3.890295631289482,0.9696830474218631,1.0792685429574835
